municipality,county,year,num.meeting,total,num.woman,prop.woman,direct,wm_voters,m_turnout,wm_turnout,wv.share,left,yearsinDD,lag.prop.woman
drängsered,halland,1935,11,151,13,8.609271523,1,NA,NA,NA,NA,NA,15,7.5
drängsered,halland,1936,10,188,10,5.319148936,1,299,0.877742947,0.816053512,0.465648855,0.099236641,16,8.609271523
drängsered,halland,1937,8,146,10,6.849315068,1,NA,NA,NA,NA,NA,17,5.319148936
drängsered,halland,1938,11,140,6,4.285714286,1,NA,NA,NA,NA,NA,18,6.849315068
drängsered,halland,1939,9,171,13,7.602339181,1,NA,NA,NA,NA,NA,19,4.285714286
drängsered,halland,1940,8,147,10,6.802721088,1,272,0.832258065,0.845588235,0.471311475,0.166324435,20,7.602339181
drängsered,halland,1941,8,130,11,8.461538462,1,NA,NA,NA,NA,NA,21,6.802721088
drängsered,halland,1942,8,133,11,8.270676692,1,NA,NA,NA,NA,NA,22,8.461538462
drängsered,halland,1943,6,149,18,12.08053691,1,NA,NA,NA,NA,NA,23,8.270676692
drängsered,halland,1944,6,97,10,10.30927835,1,284,0.805555556,0.735915493,0.444680851,0.135193133,24,12.08053691
drängsered,halland,1945,8,98,0,0,1,NA,NA,NA,NA,NA,25,10.30927835
drängsered,halland,1946,5,84,9,10.71428571,1,NA,NA,NA,NA,NA,26,0
drängsered,halland,1947,6,111,16,14.41441441,1,NA,NA,NA,NA,NA,27,10.71428571
drängsered,halland,1948,5,81,7,8.641975309,1,NA,NA,NA,NA,NA,28,14.41441441
drängsered,halland,1949,5,87,2,2.298850575,1,NA,NA,NA,NA,NA,29,8.641975309
drängsered,halland,1950,4,83,12,14.45783133,1,NA,NA,NA,NA,NA,30,2.298850575
drängsered,halland,1951,4,87,20,22.98850575,1,NA,NA,NA,NA,NA,31,14.45783133
drev,kronoberg,1922,3,31,4,12.90322581,1,NA,NA,NA,NA,NA,1,NA
drev,kronoberg,1923,7,56,2,3.571428571,1,NA,NA,NA,NA,NA,2,12.90322581
drev,kronoberg,1924,6,44,3,6.818181818,1,102,0.75,0.578431373,0.404109589,0.595890411,3,3.571428571
drev,kronoberg,1925,6,48,3,6.25,1,NA,NA,NA,NA,NA,4,6.818181818
drev,kronoberg,1926,3,38,3,7.894736842,1,NA,NA,NA,NA,NA,5,6.25
drev,kronoberg,1927,4,51,2,3.921568627,1,NA,NA,NA,NA,NA,6,7.894736842
drev,kronoberg,1928,7,44,0,0,1,103,0.848739496,0.737864078,0.429378531,0.502824859,7,3.921568627
drev,kronoberg,1929,7,45,0,0,1,NA,NA,NA,NA,NA,8,0
drev,kronoberg,1930,5,46,3,6.52173913,1,NA,NA,NA,NA,NA,9,0
drev,kronoberg,1931,5,60,4,6.666666667,1,NA,NA,NA,NA,NA,10,6.52173913
drev,kronoberg,1932,5,64,0,0,1,103,0.825688073,0.504854369,0.366197183,0.489361702,11,6.666666667
drev,kronoberg,1933,4,47,0,0,1,NA,NA,NA,NA,NA,12,0
drev,kronoberg,1934,5,36,0,0,1,NA,NA,NA,NA,NA,13,0
drev,kronoberg,1935,4,57,2,3.50877193,1,NA,NA,NA,NA,NA,14,0
drev,kronoberg,1936,3,40,0,0,1,105,0.846153846,0.685714286,0.421052632,0.619883041,15,3.50877193
drev,kronoberg,1937,6,48,0,0,1,NA,NA,NA,NA,NA,16,0
drev,kronoberg,1938,5,33,1,3.03030303,1,NA,NA,NA,NA,NA,17,0
drev,kronoberg,1939,8,55,3,5.454545455,1,NA,NA,NA,NA,NA,18,3.03030303
drev,kronoberg,1940,6,52,6,11.53846154,1,97,0.778846154,0.505154639,0.376923077,0.550387597,19,5.454545455
drev,kronoberg,1941,5,44,7,15.90909091,1,NA,NA,NA,NA,NA,20,11.53846154
drev,kronoberg,1942,4,39,4,10.25641026,1,NA,NA,NA,NA,NA,21,15.90909091
drev,kronoberg,1943,9,71,8,11.26760563,1,NA,NA,NA,NA,NA,22,10.25641026
drev,kronoberg,1944,8,66,12,18.18181818,1,99,0.801886792,0.646464646,0.429530201,0.506756757,23,11.26760563
drev,kronoberg,1945,7,36,0,0,1,NA,NA,NA,NA,NA,24,18.18181818
drev,kronoberg,1946,7,38,3,7.894736842,1,NA,NA,NA,NA,NA,25,0
drev,kronoberg,1947,6,58,2,3.448275862,1,NA,NA,NA,NA,NA,26,7.894736842
drev,kronoberg,1948,7,57,2,3.50877193,1,NA,NA,NA,NA,NA,27,3.448275862
drev,kronoberg,1949,4,32,3,9.375,1,NA,NA,NA,NA,NA,28,3.50877193
drev,kronoberg,1950,7,31,0,0,1,NA,NA,NA,NA,NA,29,9.375
drev,kronoberg,1951,6,28,0,0,1,NA,NA,NA,NA,NA,30,0
femsjö,jönköping,1921,3,35,0,0,1,199,0.584158416,0.391959799,0.397959184,0.051020408,1,NA
femsjö,jönköping,1922,4,24,1,4.166666667,1,NA,NA,NA,NA,NA,2,0
femsjö,jönköping,1923,6,41,1,2.43902439,1,NA,NA,NA,NA,NA,3,4.166666667
femsjö,jönköping,1924,5,29,0,0,1,200,0.591397849,0.375,0.405405405,0.048648649,4,2.43902439
femsjö,jönköping,1925,6,37,1,2.702702703,1,NA,NA,NA,NA,NA,5,0
femsjö,jönköping,1926,7,39,1,2.564102564,1,NA,NA,NA,NA,NA,6,2.702702703
femsjö,jönköping,1927,4,46,1,2.173913043,1,NA,NA,NA,NA,NA,7,2.564102564
femsjö,jönköping,1928,3,21,0,0,1,189,0.760638298,0.687830688,0.476190476,0.062962963,8,2.173913043
femsjö,jönköping,1929,6,32,3,9.375,1,NA,NA,NA,NA,NA,9,0
femsjö,jönköping,1930,6,35,4,11.42857143,1,NA,NA,NA,NA,NA,10,9.375
femsjö,jönköping,1931,5,51,4,7.843137255,1,NA,NA,NA,NA,NA,11,11.42857143
femsjö,jönköping,1932,7,57,4,7.01754386,1,181,0.730769231,0.541436464,0.424242424,0.057522124,12,7.843137255
femsjö,jönköping,1933,6,58,0,0,1,NA,NA,NA,NA,NA,13,7.01754386
femsjö,jönköping,1934,5,52,1,1.923076923,1,NA,NA,NA,NA,NA,14,0
femsjö,jönköping,1935,6,61,4,6.557377049,1,NA,NA,NA,NA,NA,15,1.923076923
femsjö,jönköping,1936,5,47,1,2.127659574,1,171,0.812834225,0.754385965,0.459074733,0.088967972,16,6.557377049
femsjö,jönköping,1937,5,56,1,1.785714286,1,NA,NA,NA,NA,NA,17,2.127659574
femsjö,jönköping,1938,5,49,3,6.12244898,1,NA,NA,NA,NA,NA,18,1.785714286
femsjö,jönköping,1939,5,47,2,4.255319149,1,NA,NA,NA,NA,NA,19,6.12244898
femsjö,jönköping,1940,7,53,3,5.660377358,1,168,0.797687861,0.636904762,0.436734694,0.147540984,20,4.255319149
femsjö,jönköping,1941,6,45,2,4.444444444,1,NA,NA,NA,NA,NA,21,5.660377358
femsjö,jönköping,1942,3,32,3,9.375,1,NA,NA,NA,NA,NA,22,4.444444444
femsjö,jönköping,1943,7,75,7,9.333333333,1,NA,NA,NA,NA,NA,23,9.375
femsjö,jönköping,1944,5,49,3,6.12244898,1,151,0.765060241,0.602649007,0.417431193,0.092592593,24,9.333333333
femsjö,jönköping,1945,6,63,5,7.936507937,1,NA,NA,NA,NA,NA,25,6.12244898
femsjö,jönköping,1946,6,61,4,6.557377049,1,NA,NA,NA,NA,NA,26,7.936507937
femsjö,jönköping,1947,6,56,7,12.5,1,NA,NA,NA,NA,NA,27,6.557377049
femsjö,jönköping,1948,4,46,5,10.86956522,1,NA,NA,NA,NA,NA,28,12.5
femsjö,jönköping,1949,4,47,2,4.255319149,1,NA,NA,NA,NA,NA,29,10.86956522
femsjö,jönköping,1950,9,91,7,7.692307692,1,NA,NA,NA,NA,NA,30,4.255319149
femsjö,jönköping,1951,4,39,2,5.128205128,1,NA,NA,NA,NA,NA,31,7.692307692
förlanda,halland,1921,2,7,0,0,1,230,0.775609756,0.695652174,0.5,0.018867925,1,NA
förlanda,halland,1922,2,3,1,33.33333333,1,NA,NA,NA,NA,NA,2,0
förlanda,halland,1923,1,3,0,0,1,NA,NA,NA,NA,NA,3,33.33333333
förlanda,halland,1924,2,7,0,0,1,222,0.742718447,0.630630631,0.4778157,0.013605442,4,0
förlanda,halland,1925,2,5,0,0,1,NA,NA,NA,NA,NA,5,0
förlanda,halland,1926,3,6,0,0,1,NA,NA,NA,NA,NA,6,0
förlanda,halland,1927,1,2,0,0,1,NA,NA,NA,NA,NA,7,0
förlanda,halland,1928,2,5,0,0,1,223,0.855,0.775784753,0.502906977,0.014619883,8,0
förlanda,halland,1929,2,4,0,0,1,NA,NA,NA,NA,NA,9,0
förlanda,halland,1930,1,4,0,0,1,NA,NA,NA,NA,NA,10,0
förlanda,halland,1931,1,4,0,0,1,NA,NA,NA,NA,NA,11,0
förlanda,halland,1932,1,3,0,0,1,213,0.791878173,0.732394366,0.5,0.009615385,12,0
förlanda,halland,1933,1,4,0,0,1,NA,NA,NA,NA,NA,13,0
förlanda,halland,1934,1,3,0,0,1,NA,NA,NA,NA,NA,14,0
förlanda,halland,1935,1,4,0,0,1,NA,NA,NA,NA,NA,15,0
förlanda,halland,1936,1,2,0,0,1,206,0.802955665,0.723300971,0.477564103,0.051282051,16,0
förlanda,halland,1937,1,2,0,0,1,NA,NA,NA,NA,NA,17,0
förlanda,halland,1938,1,3,1,33.33333333,1,NA,NA,NA,NA,NA,18,0
förlanda,halland,1945,2,5,1,20,1,NA,NA,NA,NA,NA,19,33.33333333
förlanda,halland,1947,2,2,1,50,1,NA,NA,NA,NA,NA,20,20
förlanda,halland,1948,6,25,1,4,1,NA,NA,NA,NA,NA,21,50
förlanda,halland,1949,8,44,4,9.090909091,1,NA,NA,NA,NA,NA,22,4
förlanda,halland,1950,5,34,1,2.941176471,1,NA,NA,NA,NA,NA,23,9.090909091
förlanda,halland,1951,4,13,0,0,1,NA,NA,NA,NA,NA,24,2.941176471
furuby,kronoberg,1921,9,78,4,5.128205128,1,225,0.622881356,0.373333333,0.363636364,0.166666667,1,NA
furuby,kronoberg,1922,7,47,2,4.255319149,1,NA,NA,NA,NA,NA,2,5.128205128
furuby,kronoberg,1923,7,67,2,2.985074627,1,NA,NA,NA,NA,NA,3,4.255319149
furuby,kronoberg,1924,6,58,2,3.448275862,1,223,0.580246914,0.390134529,0.381578947,0.216814159,4,2.985074627
furuby,kronoberg,1925,7,59,2,3.389830508,1,NA,NA,NA,NA,NA,5,3.448275862
furuby,kronoberg,1926,7,49,0,0,1,NA,NA,NA,NA,NA,6,3.389830508
furuby,kronoberg,1927,10,83,2,2.409638554,1,NA,NA,NA,NA,NA,7,0
furuby,kronoberg,1928,6,58,1,1.724137931,1,229,0.697580645,0.589519651,0.438311688,0.224025974,8,2.409638554
furuby,kronoberg,1929,7,67,1,1.492537313,1,NA,NA,NA,NA,NA,9,1.724137931
furuby,kronoberg,1930,5,48,0,0,1,NA,NA,NA,NA,NA,10,1.492537313
furuby,kronoberg,1931,6,69,3,4.347826087,1,NA,NA,NA,NA,NA,11,0
furuby,kronoberg,1932,9,75,1,1.333333333,1,228,0.741803279,0.486842105,0.380136986,0.373287671,12,4.347826087
furuby,kronoberg,1933,7,59,3,5.084745763,1,NA,NA,NA,NA,NA,13,1.333333333
furuby,kronoberg,1934,5,53,1,1.886792453,1,NA,NA,NA,NA,NA,14,5.084745763
furuby,kronoberg,1935,4,61,3,4.918032787,1,NA,NA,NA,NA,NA,15,1.886792453
furuby,kronoberg,1936,5,61,0,0,1,244,0.809885932,0.62295082,0.416438356,0.419178082,16,4.918032787
furuby,kronoberg,1937,5,58,1,1.724137931,1,NA,NA,NA,NA,NA,17,0
furuby,kronoberg,1938,6,49,1,2.040816327,1,NA,NA,NA,NA,NA,18,1.724137931
furuby,kronoberg,1939,1,5,0,0,1,NA,NA,NA,NA,NA,19,2.040816327
furuby,kronoberg,1940,1,4,0,0,1,232,0.738589212,0.551724138,0.418300654,0.428104575,20,0
furuby,kronoberg,1942,2,7,0,0,1,NA,NA,NA,NA,NA,21,0
furuby,kronoberg,1944,2,7,0,0,1,210,0.769565217,0.585714286,0.41,0.399328859,22,0
furuby,kronoberg,1945,1,6,0,0,1,NA,NA,NA,NA,NA,23,0
furuby,kronoberg,1949,2,10,0,0,1,NA,NA,NA,NA,NA,24,0
furuby,kronoberg,1950,1,4,0,0,1,NA,NA,NA,NA,NA,25,0
gällared,halland,1921,6,83,2,2.409638554,1,217,0.760683761,0.66359447,0.447204969,0.068322981,1,NA
gällared,halland,1922,7,80,5,6.25,1,NA,NA,NA,NA,NA,2,2.409638554
gällared,halland,1923,6,61,1,1.639344262,1,NA,NA,NA,NA,NA,3,6.25
gällared,halland,1924,7,62,4,6.451612903,1,217,0.760683761,0.557603687,0.404682274,0.080536913,4,1.639344262
gällared,halland,1925,8,77,3,3.896103896,1,NA,NA,NA,NA,NA,5,6.451612903
gällared,halland,1926,7,104,4,3.846153846,1,NA,NA,NA,NA,NA,6,3.896103896
gällared,halland,1927,7,89,1,1.123595506,1,NA,NA,NA,NA,NA,7,3.846153846
gällared,halland,1928,7,49,0,0,1,216,0.834042553,0.722222222,0.443181818,0.08,8,1.123595506
gällared,halland,1929,8,59,0,0,1,NA,NA,NA,NA,NA,9,0
gällared,halland,1930,7,86,3,3.488372093,1,NA,NA,NA,NA,NA,10,0
gällared,halland,1931,5,63,2,3.174603175,1,NA,NA,NA,NA,NA,11,3.488372093
gällared,halland,1932,6,71,1,1.408450704,1,221,0.867768595,0.769230769,0.447368421,0.089709763,12,3.174603175
gällared,halland,1933,8,64,2,3.125,1,NA,NA,NA,NA,NA,13,1.408450704
gällared,halland,1934,7,60,4,6.666666667,1,NA,NA,NA,NA,NA,14,3.125
gällared,halland,1935,8,63,1,1.587301587,1,NA,NA,NA,NA,NA,15,6.666666667
gällared,halland,1936,6,51,3,5.882352941,1,234,0.901639344,0.773504274,0.451371571,0.079800499,16,1.587301587
gällared,halland,1937,7,59,1,1.694915254,1,NA,NA,NA,NA,NA,17,5.882352941
gällared,halland,1938,8,65,3,4.615384615,1,NA,NA,NA,NA,NA,18,1.694915254
gällared,halland,1939,7,100,1,1,1,NA,NA,NA,NA,NA,19,4.615384615
gällared,halland,1940,6,93,3,3.225806452,1,229,0.849206349,0.711790393,0.432360743,0.154666667,20,1
gällared,halland,1941,4,77,6,7.792207792,1,NA,NA,NA,NA,NA,21,3.225806452
gällared,halland,1942,5,69,4,5.797101449,1,NA,NA,NA,NA,NA,22,7.792207792
gällared,halland,1943,5,114,5,4.385964912,1,NA,NA,NA,NA,NA,23,5.797101449
gällared,halland,1944,7,82,10,12.19512195,1,229,0.838345865,0.729257642,0.428205128,0.173684211,24,4.385964912
gällared,halland,1945,5,79,5,6.329113924,1,NA,NA,NA,NA,NA,25,12.19512195
gällared,halland,1946,4,64,7,10.9375,1,NA,NA,NA,NA,NA,26,6.329113924
gällared,halland,1947,8,132,4,3.03030303,1,NA,NA,NA,NA,NA,27,10.9375
gällared,halland,1948,6,74,6,8.108108108,1,NA,NA,NA,NA,NA,28,3.03030303
gällared,halland,1949,7,172,5,2.906976744,1,NA,NA,NA,NA,NA,29,8.108108108
gällared,halland,1950,5,83,7,8.43373494,1,NA,NA,NA,NA,NA,30,2.906976744
gällared,halland,1951,5,69,8,11.5942029,1,NA,NA,NA,NA,NA,31,8.43373494
gällinge,halland,1921,2,6,0,0,1,186,0.776397516,0.682795699,0.503968254,0,1,NA
gällinge,halland,1922,1,2,1,50,1,NA,NA,NA,NA,NA,2,0
gällinge,halland,1929,1,3,0,0,1,NA,NA,NA,NA,NA,3,50
gestad,älvsborg,1921,8,121,13,10.74380165,1,438,0.5,0.340182648,0.440828402,0,1,NA
gestad,älvsborg,1922,5,79,6,7.594936709,1,NA,NA,NA,NA,NA,2,10.74380165
gestad,älvsborg,1923,5,76,6,7.894736842,1,NA,NA,NA,NA,NA,3,7.594936709
gestad,älvsborg,1924,6,75,6,8,1,438,0.409090909,0.305936073,0.452702703,0,4,7.894736842
gestad,älvsborg,1925,4,113,26,23.00884956,1,NA,NA,NA,NA,NA,5,8
gestad,älvsborg,1926,6,121,29,23.96694215,1,NA,NA,NA,NA,NA,6,23.00884956
gestad,älvsborg,1927,9,122,9,7.37704918,1,NA,NA,NA,NA,NA,7,23.96694215
gestad,älvsborg,1928,5,71,3,4.225352113,1,439,0.695544554,0.599088838,0.483455882,0.016574586,8,7.37704918
gestad,älvsborg,1929,7,73,4,5.479452055,1,NA,NA,NA,NA,NA,9,4.225352113
gestad,älvsborg,1930,6,78,4,5.128205128,1,NA,NA,NA,NA,NA,10,5.479452055
gestad,älvsborg,1931,7,97,5,5.154639175,1,NA,NA,NA,NA,NA,11,5.128205128
gestad,älvsborg,1932,6,68,3,4.411764706,1,411,0.768041237,0.632603406,0.465949821,0.012612613,12,5.154639175
gestad,älvsborg,1933,4,68,3,4.411764706,1,NA,NA,NA,NA,NA,13,4.411764706
gestad,älvsborg,1934,6,95,3,3.157894737,1,NA,NA,NA,NA,NA,14,4.411764706
gestad,älvsborg,1935,4,91,6,6.593406593,1,NA,NA,NA,NA,NA,15,3.157894737
gestad,älvsborg,1936,3,69,6,8.695652174,1,409,0.765586035,0.672371638,0.472508591,0.036082474,16,6.593406593
gestad,älvsborg,1937,6,112,11,9.821428571,1,NA,NA,NA,NA,NA,17,8.695652174
gestad,älvsborg,1938,7,92,1,1.086956522,1,NA,NA,NA,NA,NA,18,9.821428571
gestad,älvsborg,1939,2,10,0,0,1,NA,NA,NA,NA,NA,19,1.086956522
gestad,älvsborg,1940,2,12,0,0,1,387,0.659574468,0.542635659,0.458515284,0.010940919,20,0
gestad,älvsborg,1941,3,14,0,0,1,NA,NA,NA,NA,NA,21,0
gestad,älvsborg,1942,1,4,0,0,1,NA,NA,NA,NA,NA,22,0
gestad,älvsborg,1943,2,10,0,0,1,NA,NA,NA,NA,NA,23,0
gestad,älvsborg,1944,2,12,0,0,1,376,0.741239892,0.691489362,0.485981308,0.024390244,24,0
gestad,älvsborg,1945,1,8,0,0,1,NA,NA,NA,NA,NA,25,0
gestad,älvsborg,1946,3,11,0,0,1,NA,NA,NA,NA,NA,26,0
gestad,älvsborg,1948,2,10,0,0,1,NA,NA,NA,NA,NA,27,0
gestad,älvsborg,1951,1,4,0,0,1,NA,NA,NA,NA,NA,28,0
gödestad,halland,1921,3,29,0,0,1,88,0.887323944,0.670454545,0.483606557,0.06557377,1,NA
gödestad,halland,1922,3,35,4,11.42857143,1,NA,NA,NA,NA,NA,2,0
gödestad,halland,1923,4,32,0,0,1,NA,NA,NA,NA,NA,3,11.42857143
gödestad,halland,1924,3,35,2,5.714285714,1,89,0.746835443,0.629213483,0.486956522,0.052173913,4,0
gödestad,halland,1925,8,42,5,11.9047619,1,NA,NA,NA,NA,NA,5,5.714285714
gödestad,halland,1926,4,38,5,13.15789474,1,NA,NA,NA,NA,NA,6,11.9047619
gödestad,halland,1927,3,52,2,3.846153846,1,NA,NA,NA,NA,NA,7,13.15789474
gödestad,halland,1928,4,34,5,14.70588235,1,88,0.847222222,0.795454545,0.534351145,0.015267176,8,3.846153846
gödestad,halland,1929,3,33,2,6.060606061,1,NA,NA,NA,NA,NA,9,14.70588235
gödestad,halland,1930,6,46,1,2.173913043,1,NA,NA,NA,NA,NA,10,6.060606061
gödestad,halland,1931,6,41,1,2.43902439,1,NA,NA,NA,NA,NA,11,2.173913043
gödestad,halland,1932,6,35,0,0,1,81,0.797297297,0.827160494,0.531746032,0.040650407,12,2.43902439
grimeton,halland,1921,4,52,9,17.30769231,1,239,0.646017699,0.510460251,0.455223881,0.149253731,1,NA
grimeton,halland,1922,6,56,6,10.71428571,1,NA,NA,NA,NA,NA,2,17.30769231
grimeton,halland,1923,4,53,3,5.660377358,1,NA,NA,NA,NA,NA,3,10.71428571
grimeton,halland,1924,4,38,2,5.263157895,1,244,0.696721311,0.483606557,0.409722222,0.227272727,4,5.660377358
grimeton,halland,1925,9,48,1,2.083333333,1,NA,NA,NA,NA,NA,5,5.263157895
grimeton,halland,1926,5,41,1,2.43902439,1,NA,NA,NA,NA,NA,6,2.083333333
grimeton,halland,1927,5,60,5,8.333333333,1,NA,NA,NA,NA,NA,7,2.43902439
grimeton,halland,1928,3,53,6,11.32075472,1,251,0.748987854,0.621513944,0.457478006,0.214285714,8,8.333333333
grimeton,halland,1929,8,48,2,4.166666667,1,NA,NA,NA,NA,NA,9,11.32075472
grimeton,halland,1930,4,48,1,2.083333333,1,NA,NA,NA,NA,NA,10,4.166666667
grimeton,halland,1931,3,48,1,2.083333333,1,NA,NA,NA,NA,NA,11,2.083333333
grimeton,halland,1932,7,70,7,10,1,253,0.790035587,0.707509881,0.44638404,0.294264339,12,2.083333333
grimeton,halland,1933,4,45,1,2.222222222,1,NA,NA,NA,NA,NA,13,10
grimeton,halland,1934,4,56,5,8.928571429,1,NA,NA,NA,NA,NA,14,2.222222222
grimeton,halland,1935,4,59,1,1.694915254,1,NA,NA,NA,NA,NA,15,8.928571429
grimeton,halland,1936,5,60,4,6.666666667,1,260,0.777385159,0.726923077,0.462102689,0.353808354,16,1.694915254
grimeton,halland,1937,3,42,1,2.380952381,1,NA,NA,NA,NA,NA,17,6.666666667
grimeton,halland,1938,4,55,3,5.454545455,1,NA,NA,NA,NA,NA,18,2.380952381
grimeton,halland,1939,5,92,2,2.173913043,1,NA,NA,NA,NA,NA,19,5.454545455
grimeton,halland,1940,5,93,7,7.52688172,1,244,0.797297297,0.741803279,0.434052758,0.439320388,20,2.173913043
grimeton,halland,1941,3,51,4,7.843137255,1,NA,NA,NA,NA,NA,21,7.52688172
grimeton,halland,1942,5,106,6,5.660377358,1,NA,NA,NA,NA,NA,22,7.843137255
grimeton,halland,1943,6,126,8,6.349206349,1,NA,NA,NA,NA,NA,23,5.660377358
grimeton,halland,1944,6,110,7,6.363636364,1,244,0.753378378,0.700819672,0.434010152,0.398457584,24,6.349206349
grimeton,halland,1945,6,75,3,4,1,NA,NA,NA,NA,NA,25,6.363636364
grimeton,halland,1946,6,93,6,6.451612903,1,NA,NA,NA,NA,NA,26,4
grimeton,halland,1947,7,104,6,5.769230769,1,NA,NA,NA,NA,NA,27,6.451612903
grimeton,halland,1948,5,75,4,5.333333333,1,NA,NA,NA,NA,NA,28,5.769230769
grimeton,halland,1949,5,68,3,4.411764706,1,NA,NA,NA,NA,NA,29,5.333333333
grimeton,halland,1950,3,75,6,8,1,NA,NA,NA,NA,NA,30,4.411764706
grimeton,halland,1951,3,70,4,5.714285714,1,NA,NA,NA,NA,NA,31,8
grimmared,älvsborg,1921,6,45,2,4.444444444,1,130,0.663636364,0.492307692,0.467153285,0,1,NA
grimmared,älvsborg,1922,6,39,3,7.692307692,1,NA,NA,NA,NA,NA,2,4.444444444
grimmared,älvsborg,1923,4,39,0,0,1,NA,NA,NA,NA,NA,3,7.692307692
grimmared,älvsborg,1924,7,33,0,0,1,137,0.418032787,0.306569343,0.451612903,0,4,0
grimmared,älvsborg,1925,6,33,1,3.03030303,1,NA,NA,NA,NA,NA,5,0
grimmared,älvsborg,1926,4,30,1,3.333333333,1,NA,NA,NA,NA,NA,6,3.03030303
grimmared,älvsborg,1927,5,49,2,4.081632653,1,NA,NA,NA,NA,NA,7,3.333333333
grimmared,älvsborg,1928,5,28,1,3.571428571,1,124,0.669902913,0.548387097,0.496350365,0.044117647,8,4.081632653
grimmared,älvsborg,1929,5,24,0,0,1,NA,NA,NA,NA,NA,9,3.571428571
grimmared,älvsborg,1930,3,29,0,0,1,NA,NA,NA,NA,NA,10,0
grimmared,älvsborg,1931,4,36,0,0,1,NA,NA,NA,NA,NA,11,0
grimmared,älvsborg,1932,7,37,3,8.108108108,1,120,0.767857143,0.591666667,0.452229299,0.038216561,12,0
grimmared,älvsborg,1933,4,29,1,3.448275862,1,NA,NA,NA,NA,NA,13,8.108108108
grimmared,älvsborg,1934,5,32,1,3.125,1,NA,NA,NA,NA,NA,14,3.448275862
grimmared,älvsborg,1935,8,42,0,0,1,NA,NA,NA,NA,NA,15,3.125
grimmared,älvsborg,1936,4,29,0,0,1,123,0.798449612,0.739837398,0.469072165,0.041666667,16,0
grimmared,älvsborg,1937,4,29,0,0,1,NA,NA,NA,NA,NA,17,0
grimmared,älvsborg,1938,7,56,1,1.785714286,1,NA,NA,NA,NA,NA,18,0
grimmared,älvsborg,1939,7,55,2,3.636363636,1,NA,NA,NA,NA,NA,19,1.785714286
grimmared,älvsborg,1940,6,63,3,4.761904762,1,118,0.704545455,0.559322034,0.41509434,0.096153846,20,3.636363636
grimmared,älvsborg,1941,4,34,0,0,1,NA,NA,NA,NA,NA,21,4.761904762
grimmared,älvsborg,1942,6,46,2,4.347826087,1,NA,NA,NA,NA,NA,22,0
grimmared,älvsborg,1943,4,39,2,5.128205128,1,NA,NA,NA,NA,NA,23,4.347826087
grimmared,älvsborg,1944,5,39,0,0,1,116,0.653543307,0.655172414,0.477987421,0.088050314,24,5.128205128
grimmared,älvsborg,1945,4,37,1,2.702702703,1,NA,NA,NA,NA,NA,25,0
grimmared,älvsborg,1946,6,64,1,1.5625,1,NA,NA,NA,NA,NA,26,2.702702703
grimmared,älvsborg,1947,7,57,0,0,1,NA,NA,NA,NA,NA,27,1.5625
grimmared,älvsborg,1948,3,13,0,0,1,NA,NA,NA,NA,NA,28,0
grimmared,älvsborg,1949,3,32,0,0,1,NA,NA,NA,NA,NA,29,0
grimmared,älvsborg,1950,6,45,2,4.444444444,1,NA,NA,NA,NA,NA,30,0
grimmared,älvsborg,1951,4,24,0,0,1,NA,NA,NA,NA,NA,31,4.444444444
gunnarsjö,älvsborg,1938,7,39,2,5.128205128,1,NA,NA,NA,NA,NA,1,NA
gunnarsjö,älvsborg,1939,6,44,2,4.545454545,1,NA,NA,NA,NA,NA,2,5.128205128
gunnarsjö,älvsborg,1940,7,88,2,2.272727273,1,129,0.674074074,0.573643411,0.448484848,0.18902439,3,4.545454545
gunnarsjö,älvsborg,1941,4,37,1,2.702702703,1,NA,NA,NA,NA,NA,4,2.272727273
gunnarsjö,älvsborg,1942,4,53,5,9.433962264,1,NA,NA,NA,NA,NA,5,2.702702703
gunnarsjö,älvsborg,1943,4,43,4,9.302325581,1,NA,NA,NA,NA,NA,6,9.433962264
gunnarsjö,älvsborg,1944,6,47,5,10.63829787,1,115,0.702898551,0.582608696,0.408536585,0.225609756,7,9.302325581
gunnarsjö,älvsborg,1945,3,35,1,2.857142857,1,NA,NA,NA,NA,NA,8,10.63829787
gunnarsjö,älvsborg,1946,10,67,9,13.43283582,1,NA,NA,NA,NA,NA,9,2.857142857
gunnarsjö,älvsborg,1947,5,45,2,4.444444444,1,NA,NA,NA,NA,NA,10,13.43283582
gunnarsjö,älvsborg,1948,5,49,1,2.040816327,1,NA,NA,NA,NA,NA,11,4.444444444
gunnarsjö,älvsborg,1949,3,30,1,3.333333333,1,NA,NA,NA,NA,NA,12,2.040816327
gunnarsjö,älvsborg,1950,5,58,8,13.79310345,1,NA,NA,NA,NA,NA,13,3.333333333
gunnarsjö,älvsborg,1951,3,21,1,4.761904762,1,NA,NA,NA,NA,NA,14,13.79310345
hanhals,halland,1921,10,56,14,25,1,211,0.664772727,0.559241706,0.50212766,0.110638298,1,NA
hanhals,halland,1922,6,34,7,20.58823529,1,NA,NA,NA,NA,NA,2,25
hanhals,halland,1923,10,39,3,7.692307692,1,NA,NA,NA,NA,NA,3,20.58823529
hanhals,halland,1924,11,61,16,26.2295082,1,210,0.739583333,0.576190476,0.460076046,0.209125475,4,7.692307692
hanhals,halland,1925,9,55,12,21.81818182,1,NA,NA,NA,NA,NA,5,26.2295082
hanhals,halland,1926,11,77,14,18.18181818,1,NA,NA,NA,NA,NA,6,21.81818182
